Path,Unilateral_RAU14,AU17,AU02,AU25,AU20,Unilateral_RAU12,AU05,Unilateral_LAU14,AU18,AU14,AU26,AU06,Unilateral_LAU12,AU04,Neutral
93a66ade-e486-4de8-9388-cc5f9dd1a4c8/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
b963c181-0438-4b18-98ac-c7a5d4f95795/19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
b963c181-0438-4b18-98ac-c7a5d4f95795/20,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
b963c181-0438-4b18-98ac-c7a5d4f95795/21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
b963c181-0438-4b18-98ac-c7a5d4f95795/22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
b963c181-0438-4b18-98ac-c7a5d4f95795/23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
b963c181-0438-4b18-98ac-c7a5d4f95795/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c5b3b131-0dd8-4dd3-ae01-80f405973470/7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/11,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c5b3b131-0dd8-4dd3-ae01-80f405973470/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fbe31378-f0ef-471f-b020-2676f8395080/5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fbe31378-f0ef-471f-b020-2676f8395080/6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fbe31378-f0ef-471f-b020-2676f8395080/7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fbe31378-f0ef-471f-b020-2676f8395080/21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fbe31378-f0ef-471f-b020-2676f8395080/22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fbe31378-f0ef-471f-b020-2676f8395080/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fe18840d-eab0-4edb-ad2b-f71a0cc64f58/18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fe18840d-eab0-4edb-ad2b-f71a0cc64f58/19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fe18840d-eab0-4edb-ad2b-f71a0cc64f58/23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fe18840d-eab0-4edb-ad2b-f71a0cc64f58/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
789941a0-0d80-4639-9274-10aabc7f0584/1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/26,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/27,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/28,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/29,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/30,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/56,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/73,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/84,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/85,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/86,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/87,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
789941a0-0d80-4639-9274-10aabc7f0584/89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789941a0-0d80-4639-9274-10aabc7f0584/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ae0259b6-2104-4f3a-8364-48f1dbb49224/1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/39,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ae0259b6-2104-4f3a-8364-48f1dbb49224/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e7ba1f16-b493-41a3-9def-600e3050d466/1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e7ba1f16-b493-41a3-9def-600e3050d466/2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e7ba1f16-b493-41a3-9def-600e3050d466/3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e7ba1f16-b493-41a3-9def-600e3050d466/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55c829b8-c95b-4c7d-82b0-96f6f794dffb/2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55c829b8-c95b-4c7d-82b0-96f6f794dffb/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4804dcb4-169a-443a-8643-23bc46434533/6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/20,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/21,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4804dcb4-169a-443a-8643-23bc46434533/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c35b398f-f978-49be-987d-4044090c0cde/2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c35b398f-f978-49be-987d-4044090c0cde/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73863409-8ca5-43e1-a532-2b7dfc907024/8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73863409-8ca5-43e1-a532-2b7dfc907024/9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73863409-8ca5-43e1-a532-2b7dfc907024/10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73863409-8ca5-43e1-a532-2b7dfc907024/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c3321c97-c4dd-4cbd-9115-862bb95ab091/9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c3321c97-c4dd-4cbd-9115-862bb95ab091/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
b20e96d4-f216-4824-8992-7b0380f2b828/6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b20e96d4-f216-4824-8992-7b0380f2b828/7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b20e96d4-f216-4824-8992-7b0380f2b828/8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b20e96d4-f216-4824-8992-7b0380f2b828/9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b20e96d4-f216-4824-8992-7b0380f2b828/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130ec589-3aa2-424b-b228-f23cd10de980/2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
130ec589-3aa2-424b-b228-f23cd10de980/3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
130ec589-3aa2-424b-b228-f23cd10de980/4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
130ec589-3aa2-424b-b228-f23cd10de980/5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130ec589-3aa2-424b-b228-f23cd10de980/24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130ec589-3aa2-424b-b228-f23cd10de980/29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130ec589-3aa2-424b-b228-f23cd10de980/30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
130ec589-3aa2-424b-b228-f23cd10de980/31,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
130ec589-3aa2-424b-b228-f23cd10de980/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
d6330b88-c7cd-426a-ae3a-43661255c8dd/1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
d6330b88-c7cd-426a-ae3a-43661255c8dd/2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
d6330b88-c7cd-426a-ae3a-43661255c8dd/4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d6330b88-c7cd-426a-ae3a-43661255c8dd/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77773d54-01d5-4733-a7b6-69f1400bb4cc/5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
77773d54-01d5-4733-a7b6-69f1400bb4cc/6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
77773d54-01d5-4733-a7b6-69f1400bb4cc/7,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
77773d54-01d5-4733-a7b6-69f1400bb4cc/8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
77773d54-01d5-4733-a7b6-69f1400bb4cc/9,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
77773d54-01d5-4733-a7b6-69f1400bb4cc/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5bda828e-1d27-40d6-9f47-cda81ac81560/2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5bda828e-1d27-40d6-9f47-cda81ac81560/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4bbc6320-e971-4eed-a63a-2b3477375998/2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4bbc6320-e971-4eed-a63a-2b3477375998/20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4bbc6320-e971-4eed-a63a-2b3477375998/31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4bbc6320-e971-4eed-a63a-2b3477375998/32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4bbc6320-e971-4eed-a63a-2b3477375998/33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4bbc6320-e971-4eed-a63a-2b3477375998/34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4bbc6320-e971-4eed-a63a-2b3477375998/35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4bbc6320-e971-4eed-a63a-2b3477375998/45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
